user_id,item_id,interaction,timestamp
115,10,1,1384300800
5,10,1,1352505600
116,10,1,1398384000
117,10,1,1254355200
118,10,1,1312243200
119,10,1,1201046400
120,10,1,1138492800
121,10,1,1390089600
122,10,1,1244419200
123,10,1,1238198400
124,10,1,1152662400
94,10,1,1346025600
125,10,1,1387584000
126,10,1,1330214400
127,10,1,1250640000
43,10,1,1365552000
128,10,1,1160265600
129,10,1,1353974400
96,10,1,1207008000
130,10,1,1399507200
131,10,1,1379635200
132,10,1,1325116800
133,11,1,1315872000
88,11,1,1316044800
134,11,1,1373500800
135,11,1,1365465600
21,11,1,1397174400
136,11,1,1396742400
16,11,1,1333411200
137,11,1,1222560000
138,11,1,1236902400
139,11,1,1361923200
10,11,1,1385942400
140,12,1,1371340800
141,12,1,1397088000
142,12,1,1264204800
143,12,1,1380585600
115,12,1,1283299200
144,12,1,1308355200
145,12,1,1216944000
146,12,1,1294963200
147,12,1,1354060800
8,12,1,1298246400
148,12,1,1381622400
149,13,1,1085702400
150,13,1,1340409600
151,13,1,1387152000
152,13,1,1386633600
153,13,1,1329004800
154,13,1,1383350400
155,13,1,1285286400
156,13,1,1231891200
157,13,1,1225065600
158,13,1,1233014400
159,13,1,1308009600
160,13,1,1387152000
161,13,1,1330473600
33,14,1,1330905600
162,14,1,1151020800
163,14,1,1184889600
164,14,1,1183334400
165,14,1,1199923200
37,14,1,1106784000
166,14,1,1213488000
167,14,1,1162944000
71,14,1,1122681600
168,14,1,1241222400
169,14,1,1201910400
170,14,1,1234828800
93,14,1,1218844800
171,14,1,1299542400
128,14,1,1240704000
54,14,1,1359676800
96,14,1,1208908800
105,14,1,1284508800
172,14,1,1280793600
173,15,1,1235952000
174,15,1,1211846400
175,15,1,1187395200
176,15,1,1267488000
177,15,1,1273276800
138,15,1,1113436800
53,15,1,1216684800
178,15,1,1280620800
179,15,1,1292716800
180,15,1,1201305600
181,15,1,1312934400
182,16,1,1322438400
183,16,1,1389052800
184,16,1,1279670400
185,16,1,1359072000
186,16,1,1358121600
187,16,1,1351209600
188,16,1,1397606400
114,16,1,1381276800
189,16,1,1321401600
190,16,1,1306713600
115,16,1,1310169600
191,16,1,1371772800
192,16,1,1377475200
193,16,1,1380326400
194,16,1,1330819200
195,16,1,1355961600
196,16,1,1356739200
6,16,1,1332460800
197,16,1,1301875200
120,16,1,1304208000
198,16,1,1350000000
8,16,1,1333065600
126,16,1,1329350400
199,16,1,1333584000
200,16,1,1373673600
201,16,1,1376784000
10,16,1,1385510400
141,17,1,1302480000
202,17,1,1239580800
203,17,1,1238457600
204,17,1,1269561600
205,17,1,1277769600
206,17,1,1225411200
207,17,1,1303862400
208,17,1,1315440000
209,17,1,1137369600
210,17,1,1219276800
211,17,1,1397347200
212,17,1,1264636800
213,17,1,1234569600
214,18,1,1354752000
215,18,1,1361923200
216,18,1,1294617600
217,18,1,1388188800
218,18,1,1323388800
219,18,1,1326672000
220,18,1,1320105600
221,18,1,1369353600
222,18,1,1386288000
223,18,1,1365033600
224,18,1,1380758400
225,18,1,1388534400
226,18,1,1358294400
227,18,1,1323993600
228,18,1,1377129600
26,18,1,1344297600
229,18,1,1380758400
230,18,1,1389398400
231,18,1,1357084800
232,18,1,1391731200
84,18,1,1351382400
233,18,1,1338336000
234,18,1,1302912000
235,18,1,1397779200
236,18,1,1260835200
199,18,1,1366156800
237,18,1,1299542400
238,18,1,1334102400
239,18,1,1362960000
240,18,1,1332633600
241,18,1,1325030400
242,18,1,1302566400
243,19,1,1250640000
244,19,1,1384732800
245,19,1,1327017600
246,19,1,1312070400
247,19,1,1206662400
90,19,1,1364860800
248,19,1,1231977600
49,19,1,1359244800
249,19,1,1296950400
83,19,1,1376092800
250,19,1,1276992000
251,19,1,1342656000
252,19,1,1340841600
141,20,1,1302480000
88,20,1,1275004800
253,20,1,1383609600
254,20,1,1362441600
255,20,1,1365292800
256,20,1,1357344000
257,20,1,1304640000
258,20,1,1325116800
259,20,1,1298851200
260,20,1,1379980800
261,20,1,1382659200
97,21,1,1389484800
136,21,1,1398988800
262,21,1,1384560000
263,21,1,1286064000
26,21,1,1396569600
16,21,1,1365292800
264,21,1,1399334400
265,21,1,1319500800
266,21,1,1312761600
267,21,1,1360886400
268,22,1,1394928000
269,22,1,1398902400
21,22,1,1401840000
136,22,1,1398988800
270,22,1,1327017600
263,22,1,1280016000
74,22,1,1401148800
265,22,1,1319500800
271,22,1,1366416000
139,22,1,1392336000
272,22,1,1265241600
267,22,1,1364601600
273,23,1,1166918400
274,23,1,1203811200
275,23,1,1243728000
276,23,1,1279756800
277,23,1,1380326400
278,23,1,1378339200
279,23,1,1262044800
280,23,1,1390867200
195,23,1,1262390400
281,23,1,1357430400
282,23,1,1247875200
94,23,1,1350259200
283,23,1,1146096000
284,23,1,1328659200
45,23,1,1145318400
285,23,1,1303948800
89,24,1,1214438400
286,24,1,1262822400
287,24,1,1248307200
226,24,1,1359936000
288,24,1,1198627200
289,24,1,1230940800
290,24,1,1283558400
291,24,1,1199923200
236,24,1,1253923200
96,24,1,1212969600
292,24,1,1219968000
293,24,1,1374624000
294,25,1,1275004800
58,25,1,1146182400
69,25,1,1253750400
295,25,1,1341100800
296,25,1,1288742400
297,25,1,1198022400
298,25,1,1273190400
299,25,1,1371168000
300,25,1,1317340800
301,25,1,1291420800
302,25,1,1134086400
303,25,1,1365897600
304,25,1,1336262400
125,25,1,1385424000
305,26,1,1202860800
306,26,1,1386374400
307,26,1,1237248000
108,26,1,1303776000
308,26,1,1360540800
135,26,1,1365552000
165,26,1,1299024000
151,26,1,1143849600
309,26,1,1394496000
224,26,1,1383523200
37,26,1,1106265600
310,26,1,1246579200
311,26,1,1315267200
5,26,1,1352505600
145,26,1,1346630400
168,26,1,1216857600
312,26,1,1378771200
313,26,1,1334188800
314,26,1,1386979200
137,26,1,1188604800
315,26,1,1150588800
316,26,1,1176163200
317,26,1,1126396800
318,26,1,1299456000
319,26,1,1367193600
64,26,1,1199059200
96,26,1,1211932800
320,26,1,1340755200
321,26,1,1403654400
322,27,1,1394064000
323,27,1,1267660800
109,27,1,1277424000
324,27,1,1309478400
134,27,1,1364774400
325,27,1,1295481600
326,27,1,1299456000
327,27,1,1380067200
227,27,1,1322352000
328,27,1,1346889600
329,27,1,1399680000
330,27,1,1393459200
331,27,1,1400284800
233,27,1,1165449600
304,27,1,1370217600
75,27,1,1396569600
332,27,1,1394064000
126,27,1,1330560000
237,27,1,1265587200
333,27,1,1322784000
241,27,1,1325030400
334,28,1,1255392000
306,28,1,1386374400
307,28,1,1161216000
335,28,1,1251936000
174,28,1,1374019200
336,28,1,1229299200
59,28,1,1133913600
99,28,1,1402185600
337,28,1,1391299200
111,28,1,1388620800
338,28,1,1298764800
295,28,1,1341100800
339,28,1,1230768000
340,28,1,1208390400
298,28,1,1262476800
341,28,1,1362873600
342,28,1,1263772800
343,28,1,1133740800
24,28,1,1243814400
300,28,1,1330473600
344,28,1,1313884800
192,28,1,1316217600
118,28,1,1294963200
345,28,1,1343260800
346,28,1,1329782400
347,28,1,1257120000
348,28,1,1255564800
120,28,1,1232150400
121,28,1,1368835200
349,28,1,1254182400
233,28,1,1255305600
350,28,1,1355702400
351,28,1,1292803200
352,28,1,1247702400
353,28,1,1237248000
354,28,1,1113091200
266,28,1,1302307200
96,28,1,1207008000
355,28,1,1248998400
356,28,1,1229472000
357,28,1,1262131200
252,28,1,1262304000
358,29,1,1188950400
164,29,1,1183420800
37,29,1,1106265600
166,29,1,1229126400
327,29,1,1380067200
359,29,1,1234828800
360,29,1,1322697600
167,29,1,1224460800
117,29,1,1254355200
168,29,1,1219276800
169,29,1,1205280000
137,29,1,1212278400
361,29,1,1311984000
290,29,1,1209772800
362,29,1,1211414400
56,29,1,1359417600
363,29,1,1221436800
364,29,1,1331769600
365,30,1,1185321600
307,30,1,1172707200
58,30,1,1146182400
366,30,1,1156291200
367,30,1,1157760000
338,30,1,1398297600
296,30,1,1288742400
72,30,1,1225238400
349,30,1,1254700800
368,30,1,1236211200
64,30,1,1199059200
76,30,1,1282867200
369,30,1,1155081600
77,30,1,1258934400
307,31,1,1161216000
323,31,1,1122163200
58,31,1,1163116800
135,31,1,1365465600
59,31,1,1389052800
370,31,1,1331596800
69,31,1,1227916800
338,31,1,1397865600
371,31,1,1347753600
151,31,1,1377648000
114,31,1,1362355200
372,31,1,1313539200
373,31,1,1376870400
374,31,1,1179014400
233,31,1,1300233600
303,31,1,1368316800
75,31,1,1397606400
125,31,1,1385424000
369,31,1,1323302400
375,32,1,1294876800
308,32,1,1383177600
276,32,1,1279756800
255,32,1,1384300800
325,32,1,1359417600
39,32,1,1359849600
376,32,1,1303344000
229,32,1,1377302400
377,32,1,1230422400
236,32,1,1278979200
378,32,1,1340755200
0,33,1,1043625600
59,33,1,1105142400
379,33,1,1108339200
268,33,1,1228176000
380,33,1,1063324800
151,33,1,1122076800
381,33,1,1174867200
382,33,1,1166918400
383,33,1,1186617600
384,33,1,1124323200
385,33,1,1194566400
386,33,1,1070582400
387,33,1,1197244800
388,33,1,1290556800
27,33,1,1124841600
389,33,1,1175644800
361,33,1,1387411200
390,33,1,1151193600
391,33,1,1093564800
392,34,1,1247788800
393,34,1,1369267200
0,34,1,1125273600
394,34,1,1381449600
395,34,1,1395100800
49,34,1,1353283200
396,34,1,1282176000
397,34,1,1357516800
398,34,1,1234310400
399,34,1,1249344000
74,34,1,1213401600
400,34,1,1306886400
130,34,1,1341705600
401,34,1,1353110400
402,34,1,1363046400
403,34,1,1136678400
106,35,1,1215388800
404,35,1,1159660800
12,35,1,1256083200
375,35,1,1148688000
405,35,1,1209772800
406,35,1,1153699200
407,35,1,1321488000
408,35,1,1187913600
409,35,1,1160006400
410,35,1,1174435200
411,35,1,1205193600
412,35,1,1205971200
27,35,1,1058572800
413,35,1,1259625600
414,35,1,1116633600
415,35,1,1058400000
212,35,1,1068422400
416,35,1,1297814400
417,35,1,1187308800
333,35,1,1257552000
77,35,1,1269820800
418,36,1,1206403200
419,36,1,1212105600
420,36,1,1154217600
88,36,1,1235865600
336,36,1,1134777600
421,36,1,1092787200
422,36,1,1209686400
423,36,1,1174780800
27,36,1,1134000000
121,36,1,1244937600
424,37,1,1355184000
149,37,1,1355097600
273,37,1,1355011200
425,37,1,1358380800
426,37,1,1354579200
427,37,1,1355788800
428,37,1,1354406400
429,37,1,1365206400
50,37,1,1353888000
430,37,1,1355097600
73,37,1,1363132800
389,37,1,1352937600
63,37,1,1355529600
431,37,1,1354060800
432,37,1,1355875200
433,37,1,1354147200
434,37,1,1355011200
435,37,1,1354406400
436,37,1,1354060800
437,37,1,1356220800
333,37,1,1354924800
438,37,1,1358294400
439,38,1,1290384000
141,38,1,1403568000
99,38,1,1402185600
253,38,1,1283472000
276,38,1,1237939200
297,38,1,1215648000
440,38,1,1368662400
138,38,1,1224374400
402,38,1,1234051200
441,38,1,1303344000
393,39,1,1271721600
58,39,1,1146268800
367,39,1,1136505600
135,39,1,1365552000
263,39,1,1171152000
442,39,1,1374364800
60,39,1,1182988800
443,39,1,1142380800
374,39,1,1179014400
413,39,1,1194048000
444,39,1,1375056000
62,39,1,1257379200
45,39,1,1177027200
445,39,1,1305244800
307,40,1,1165190400
69,40,1,1227916800
295,40,1,1343520000
151,40,1,1097712000
301,40,1,1193011200
71,40,1,1120867200
446,40,1,1328918400
447,40,1,1379894400
303,40,1,1387152000
43,40,1,1306368000
64,40,1,1199059200
65,40,1,1373846400
448,41,1,1327190400
296,41,1,1288742400
449,41,1,1233273600
450,41,1,1300060800
451,41,1,1237161600
345,41,1,1367193600
452,41,1,1253923200
74,41,1,1257120000
63,41,1,1261958400
64,41,1,1199059200
76,41,1,1290556800
45,41,1,1161302400
448,42,1,1330041600
453,42,1,1349568000
173,42,1,1326931200
454,42,1,1283126400
59,42,1,1134432000
69,42,1,1227744000
338,42,1,1350691200
371,42,1,1347753600
222,42,1,1388880000
296,42,1,1288742400
297,42,1,1229040000
114,42,1,1362355200
299,42,1,1370822400
300,42,1,1320105600
442,42,1,1378512000
71,42,1,1120867200
103,42,1,1339027200
345,42,1,1343260800
373,42,1,1376870400
346,42,1,1329782400
347,42,1,1257120000
315,42,1,1387929600
455,42,1,1147824000
368,42,1,1236211200
75,42,1,1397606400
125,42,1,1385424000
456,42,1,1321833600
357,42,1,1317945600
77,42,1,1271203200
457,42,1,1201996800
458,43,1,1374364800
394,43,1,1395014400
142,43,1,1322438400
222,43,1,1386288000
298,43,1,1327708800
459,43,1,1353196800
460,43,1,1348617600
461,43,1,1357257600
229,43,1,1391990400
462,43,1,1220745600
237,43,1,1293321600
463,44,1,1379203200
220,44,1,1353283200
464,44,1,1400889600
465,44,1,1365379200
466,44,1,1326499200
467,44,1,1359417600
152,44,1,1396396800
468,44,1,1389830400
469,44,1,1365984000
396,44,1,1391990400
16,44,1,1335484800
9,44,1,1360972800
470,44,1,1376697600
56,44,1,1391990400
215,45,1,1336953600
471,45,1,1354665600
425,45,1,1241049600
186,45,1,1360972800
21,45,1,1363824000
467,45,1,1384387200
472,45,1,1370217600
473,45,1,1176249600
474,45,1,1253923200
475,45,1,1399161600
476,45,1,1384732800
418,46,1,1226534400
294,46,1,1218326400
88,46,1,1267142400
90,46,1,1365033600
477,46,1,1289347200
115,46,1,1286064000
478,46,1,1219190400
479,46,1,1227830400
480,46,1,1357257600
481,46,1,1188345600
482,46,1,1237766400
282,46,1,1224806400
120,46,1,1231891200
349,46,1,1254182400
283,46,1,1216857600
483,46,1,1246838400
200,46,1,1250208000
484,46,1,1359417600
448,47,1,1350691200
485,47,1,1388620800
306,47,1,1386374400
324,47,1,1262390400
486,47,1,1392249600
395,47,1,1395100800
276,47,1,1356393600
296,47,1,1357084800
487,47,1,1191542400
488,47,1,1327363200
489,47,1,1342137600
442,47,1,1404086400
168,47,1,1311638400
446,47,1,1328486400
373,47,1,1373241600
53,47,1,1401840000
490,47,1,1370649600
234,47,1,1318809600
352,47,1,1326931200
491,47,1,1384905600
303,47,1,1379808000
462,47,1,1252195200
492,47,1,1378425600
493,47,1,1396310400
283,47,1,1282003200
400,47,1,1317340800
129,47,1,1348185600
266,47,1,1329350400
96,47,1,1211932800
65,47,1,1390521600
139,47,1,1386806400
369,47,1,1327276800
445,47,1,1384387200
68,48,1,1232064000
306,48,1,1379462400
395,48,1,1395100800
70,48,1,1323388800
442,48,1,1317081600
494,48,1,1262304000
121,48,1,1282089600
361,48,1,1311984000
62,48,1,1272758400
64,48,1,1227916800
400,48,1,1317340800
495,48,1,1354492800
323,49,1,1280707200
496,49,1,1188604800
497,49,1,1291766400
498,49,1,1374451200
246,49,1,1297296000
222,49,1,1386288000
113,49,1,1374710400
499,49,1,1359763200
37,49,1,1099872000
263,49,1,1318723200
469,49,1,1365984000
500,49,1,1313539200
330,49,1,1393113600
501,49,1,1351382400
178,49,1,1266451200
470,49,1,1302393600
333,49,1,1259107200
285,49,1,1371081600
68,50,1,1300924800
485,50,1,1380931200
306,50,1,1386374400
97,50,1,1398038400
58,50,1,1146268800
98,50,1,1369008000
135,50,1,1365552000
296,50,1,1288828800
487,50,1,1191542400
502,50,1,1333756800
5,50,1,1329264000
300,50,1,1316649600
478,50,1,1309392000
226,50,1,1359936000
503,50,1,1264291200
192,50,1,1320192000
116,50,1,1384560000
504,50,1,1309046400
505,50,1,1343433600
61,50,1,1177200000
53,50,1,1314403200
361,50,1,1317600000
62,50,1,1279497600
352,50,1,1300752000
506,50,1,1243036800
492,50,1,1380758400
414,50,1,1213228800
507,50,1,1395792000
126,50,1,1329868800
266,50,1,1375747200
321,50,1,1403654400
58,51,1,1163116800
508,51,1,1125273600
509,51,1,1229040000
262,51,1,1297987200
409,51,1,1163376000
227,51,1,1319241600
510,51,1,1205884800
412,51,1,1205366400
413,51,1,1275004800
470,51,1,1313193600
511,52,1,1313452800
512,52,1,1308009600
513,52,1,1115337600
514,52,1,1342310400
515,52,1,1229817600
372,52,1,1384473600
282,52,1,1266105600
234,52,1,1294358400
435,52,1,1357603200
516,52,1,1290297600
517,52,1,1356134400
245,53,1,1287619200
218,53,1,1388016000
518,53,1,1278547200
4,53,1,1287619200
468,53,1,1362268800
190,53,1,1355097600
144,53,1,1308355200
519,53,1,1359849600
120,53,1,1266624000
520,53,1,1332806400
74,53,1,1283731200
8,53,1,1280188800
332,53,1,1331164800
86,53,1,1360108800
237,53,1,1293321600
238,53,1,1383264000
378,53,1,1374105600
364,53,1,1355875200
521,54,1,1105228800
420,54,1,1136246400
522,54,1,1138320000
334,54,1,1250294400
89,54,1,1101945600
37,54,1,1100563200
523,54,1,1170115200
177,54,1,1161475200
524,54,1,1109116800
525,54,1,1099612800
526,54,1,1091318400
527,54,1,1149292800
439,55,1,1318636800
141,55,1,1392249600
13,55,1,1359504000
528,55,1,1328400000
185,55,1,1356825600
253,55,1,1156982400
298,55,1,1322438400
360,55,1,1356652800
461,55,1,1323302400
529,55,1,1384905600
317,55,1,1387065600
530,55,1,1350000000
531,55,1,1389484800
244,56,1,1356652800
498,56,1,1374451200
532,56,1,1382486400
91,56,1,1369267200
188,56,1,1372204800
533,56,1,1394841600
534,56,1,1389484800
535,56,1,1391644800
536,56,1,1378684800
330,56,1,1387843200
537,56,1,1372032000
146,56,1,1358553600
538,56,1,1219968000
234,56,1,1310169600
539,56,1,1323734400
363,56,1,1357603200
540,57,1,1377388800
141,57,1,1302480000
541,57,1,1371859200
542,57,1,1385856000
543,57,1,1383091200
544,57,1,1365120000
382,57,1,1318550400
166,57,1,1266710400
330,57,1,1393286400
8,57,1,1305504000
475,57,1,1393459200
545,57,1,1384819200
10,57,1,1385942400
483,58,1,1381968000
448,58,1,1354060800
244,58,1,1365638400
308,58,1,1360195200
512,58,1,1343433600
255,58,1,1365292800
257,58,1,1311552000
188,58,1,1402876800
340,58,1,1222992000
546,58,1,1254528000
467,58,1,1384387200
190,58,1,1306713600
547,58,1,1384646400
258,58,1,1315785600
548,58,1,1397001600
549,58,1,1392163200
550,58,1,1355961600
260,58,1,1379980800
551,58,1,1382313600
212,58,1,1270684800
237,58,1,1331424000
552,58,1,1386115200
553,58,1,1248739200
261,58,1,1382659200
378,58,1,1374537600
418,59,1,1191974400
108,59,1,1243468800
245,59,1,1287705600
554,59,1,1298764800
268,59,1,1255737600
508,59,1,1119398400
186,59,1,1280448000
206,59,1,1230854400
555,59,1,1401321600
326,59,1,1271635200
556,59,1,1178668800
208,59,1,1164499200
38,59,1,1192752000
249,59,1,1252022400
81,59,1,1353196800
50,59,1,1250553600
168,59,1,1123286400
557,59,1,1188259200
558,59,1,1168387200
391,59,1,1325894400
456,59,1,1228953600
87,59,1,1269993600
559,59,1,1181865600
214,60,1,1373155200
13,60,1,1275696000
560,60,1,1395187200
91,60,1,1360886400
60,60,1,1381795200
561,60,1,1178323200
92,60,1,1362096000
515,60,1,1177977600
157,60,1,1207612800
317,60,1,1387065600
562,60,1,1381017600
243,61,1,1229212800
563,61,1,1193011200
182,61,1,1362009600
47,61,1,1323129600
564,61,1,1325116800
497,61,1,1276732800
565,61,1,1245715200
566,61,1,1276646400
567,61,1,1266883200
498,61,1,1376784000
88,61,1,1318550400
134,61,1,1323302400
370,61,1,1353888000
568,61,1,1301961600
275,61,1,1282521600
569,61,1,1310947200
286,61,1,1267401600
112,61,1,1311811200
90,61,1,1364947200
2,61,1,1360627200
499,61,1,1327190400
570,61,1,1210291200
571,61,1,1324598400
572,61,1,1365465600
340,61,1,1214524800
49,61,1,1360540800
573,61,1,1301961600
546,61,1,1301097600
3,61,1,1347321600
574,61,1,1251504000
575,61,1,1302307200
189,61,1,1321401600
576,61,1,1251936000
577,61,1,1212105600
440,61,1,1196380800
578,61,1,1329177600
193,61,1,1380326400
519,61,1,1358035200
168,61,1,1218153600
536,61,1,1316995200
579,61,1,1400025600
580,61,1,1232582400
500,61,1,1376697600
329,61,1,1188864000
581,61,1,1229990400
582,61,1,1173052800
583,61,1,1258761600
250,61,1,1270080000
120,61,1,1318723200
122,61,1,1245456000
93,61,1,1291334400
349,61,1,1266796800
84,61,1,1330992000
584,61,1,1263513600
8,61,1,1305331200
291,61,1,1216425600
19,61,1,1371081600
585,61,1,1325030400
131,61,1,1380758400
586,61,1,1221004800
87,61,1,1361923200
267,61,1,1360886400
587,61,1,1263168000
285,61,1,1311033600
484,61,1,1359417600
588,62,1,1404518400
370,62,1,1363737600
254,62,1,1142985600
326,62,1,1313452800
257,62,1,1300406400
589,62,1,1362528000
590,62,1,1166832000
189,62,1,1300060800
144,62,1,1397088000
579,62,1,1400025600
591,62,1,1321574400
592,62,1,1252108800
455,62,1,1217376000
520,62,1,1339891200
593,62,1,1355270400
550,62,1,1212364800
161,62,1,1330473600
45,62,1,1260316800
141,63,1,1403913600
244,63,1,1233619200
205,63,1,1277424000
594,63,1,1277251200
487,63,1,1216857600
573,63,1,1201219200
263,63,1,1286150400
6,63,1,1310169600
18,63,1,1312588800
200,63,1,1303516800
105,63,1,1295827200
517,63,1,1402704000
595,64,1,1206921600
596,64,1,1134432000
375,64,1,1102032000
597,64,1,1165363200
371,64,1,1280707200
598,64,1,1152403200
599,64,1,1179705600
91,64,1,1150588800
600,64,1,1105056000
601,64,1,1233014400
118,64,1,1284163200
602,64,1,1280793600
603,64,1,1253145600
604,64,1,1291161600
605,64,1,1362528000
606,64,1,1392595200
402,64,1,1256428800
607,64,1,1324425600
453,65,1,1397606400
58,65,1,1146182400
395,65,1,1395100800
295,65,1,1201564800
296,65,1,1288742400
608,65,1,1245283200
72,65,1,1211932800
609,65,1,1353801600
350,65,1,1355356800
368,65,1,1236211200
303,65,1,1367107200
610,65,1,1379203200
64,65,1,1199059200
369,65,1,1326844800
418,66,1,1213574400
217,66,1,1367020800
101,66,1,1360713600
297,66,1,1310428800
611,66,1,1364515200
311,66,1,1315267200
503,66,1,1238198400
103,66,1,1339027200
504,66,1,1286928000
612,66,1,1284854400
372,66,1,1317168000
75,66,1,1397606400
318,66,1,1313712000
267,66,1,1388448000
132,66,1,1324944000
97,67,1,1396483200
141,67,1,1403481600
112,67,1,1354665600
152,67,1,1389225600
144,67,1,1375401600
579,67,1,1400025600
16,67,1,1354320000
548,67,1,1371859200
435,67,1,1404172800
613,67,1,1384473600
457,67,1,1388188800
614,68,1,1150934400
615,68,1,1187136000
297,68,1,1161734400
505,68,1,1192838400
374,68,1,1174176000
27,68,1,1142726400
61,68,1,1176940800
119,68,1,1224806400
316,68,1,1194393600
158,68,1,1154044800
616,69,1,1298246400
174,69,1,1293840000
175,69,1,1316217600
617,69,1,1280966400
224,69,1,1377561600
153,69,1,1322265600
114,69,1,1362355200
618,69,1,1304294400
478,69,1,1294704000
601,69,1,1292371200
619,69,1,1374105600
620,69,1,1279843200
16,69,1,1342742400
413,69,1,1287360000
621,69,1,1323648000
84,69,1,1284163200
490,69,1,1319068800
317,69,1,1360022400
29,69,1,1322179200
41,69,1,1346889600
507,69,1,1298160000
516,69,1,1335312000
252,69,1,1289347200
97,70,1,1392076800
57,70,1,1235001600
622,70,1,1375920000
623,70,1,1356566400
4,70,1,1371945600
103,70,1,1339027200
117,70,1,1289692800
197,70,1,1351900800
624,70,1,1397779200
285,70,1,1350432000
616,71,1,1265155200
142,71,1,1292803200
48,71,1,1258934400
451,71,1,1237248000
473,71,1,1232668800
583,71,1,1290470400
93,71,1,1230595200
349,71,1,1230940800
493,71,1,1243814400
625,71,1,1359763200
378,71,1,1374537600
485,72,1,1322524800
182,72,1,1169683200
98,72,1,1173830400
164,72,1,1143072000
254,72,1,1167868800
626,72,1,1283126400
313,72,1,1138492800
121,72,1,1234051200
212,72,1,1135555200
42,72,1,1242432000
88,73,1,1216944000
627,73,1,1200268800
628,73,1,1336262400
629,73,1,1197936000
254,73,1,1169337600
614,73,1,1184716800
297,73,1,1217030400
630,73,1,1207785600
481,73,1,1210291200
67,73,1,1181001600
419,74,1,1191974400
631,74,1,1233187200
384,74,1,1130198400
632,74,1,1251072000
633,74,1,1206835200
209,74,1,1173225600
634,74,1,1255737600
145,74,1,1351296000
193,74,1,1380326400
138,74,1,1229299200
557,74,1,1189900800
361,74,1,1246924800
18,74,1,1206662400
635,74,1,1190419200
63,74,1,1263254400
211,74,1,1377475200
636,74,1,1171152000
637,74,1,1214265600
638,74,1,1147219200
58,75,1,1147219200
276,75,1,1261958400
151,75,1,1332460800
575,75,1,1210550400
299,75,1,1377820800
442,75,1,1379116800
503,75,1,1232150400
302,75,1,1130371200
639,75,1,1368230400
369,75,1,1315180800
77,75,1,1265673600
243,76,1,1188691200
453,76,1,1127088000
640,76,1,1135728000
162,76,1,1198886400
509,76,1,1180396800
339,76,1,1195948800
641,76,1,1155686400
80,76,1,1206921600
642,76,1,1201392000
643,76,1,1118793600
212,76,1,1182038400
244,77,1,1365638400
644,77,1,1388016000
509,77,1,1255651200
645,77,1,1271721600
138,77,1,1213315200
201,77,1,1219190400
